######################################################################
# Supplementary data to
#   Benavides, Ritt (2014): "Local search heuristics for minimizing total
#     flowtime in permutation and non-permutation flow shops"
#
# Data as reported in Table 2, column "60 nm". The table contains 10
# replications for each of the 120 Taillard instances, for a total of
# 1200 entries.
#
# Base: pfs-5524-double.log
######################################################################
"name","best","seed"
"ta054",121058,3675444375
"ta055",118543,624893929
"ta056",121066,1828868633
"ta057",123362,1066389854
"ta058",122854,3720057306
"ta059",122258,1223067513
"ta060",124218,2332633014
"ta061",254881,418884597
"ta062",243817,2895468276
"ta063",239156,2787330615
"ta064",228812,4107624099
"ta065",241351,3071864764
"ta066",233594,1650432557
"ta067",241408,3537362414
"ta068",231883,3155712133
"ta069",248720,4259452511
"ta070",244325,3610892492
"ta071",300234,4092192015
"ta072",276135,1256036268
"ta073",289774,2799675150
"ta074",302727,3734073736
"ta075",285783,2231701945
"ta076",271376,1530932859
"ta077",282228,3835827573
"ta078",291640,3206056341
"ta079",303952,2715979276
"ta080",294129,235516584
"ta081",369909,2472210342
"ta082",375750,1308657552
"ta083",373727,3778415664
"ta084",375863,4059293073
"ta085",371829,3979469219
"ta086",377853,662615486
"ta087",376507,2261426487
"ta088",387001,3247109761
"ta089",376634,3449251644
"ta090",381737,281921953
"ta091",1051524,1536300831
"ta092",1043597,54671359
"ta093",1051670,1235388908
"ta094",1035369,2610704360
"ta095",1039279,4221362631
"ta096",1009968,1714194016
"ta097",1061888,3363934636
"ta098",1049204,2388928058
"ta099",1027140,2013463359
"ta100",1038170,2514359179
"ta101",1229642,4064466425
"ta102",1254529,888520764
"ta103",1268383,4224807300
"ta104",1244567,1200186961
"ta105",1231876,2164048227
"ta106",1234734,266027429
"ta107",1250951,974825771
"ta108",1250064,153099034
"ta109",1239017,102623361
"ta110",1257707,2761548426
"ta111",6715523,2732385124
"ta112",6851739,1026634971
"ta113",6757675,2204574545
"ta114",6798215,3246494406
"ta115",6752581,442884606
"ta116",6753806,3317401261
"ta117",6705763,242332817
"ta118",6794298,2789466779
"ta119",6721994,3250996139
"ta120",6763427,4147459775
"ta001",14033,3932226348
"ta002",15151,1268399812
"ta003",13301,859221851
"ta004",15447,2035842380
"ta005",13529,1368248005
"ta006",13123,3771167048
"ta007",13548,3400771850
"ta008",13948,1442496579
"ta009",14295,1721841996
"ta010",12943,158929039
"ta011",20911,4232466320
"ta012",22440,3541091765
"ta013",19833,1051879958
"ta014",18710,927895418
"ta015",18641,476636945
"ta016",19245,3882638430
"ta017",18363,2790941028
"ta018",20241,2119982501
"ta019",20330,4010134915
"ta020",21320,3655517811
"ta021",33623,509927828
"ta022",31587,3036153203
"ta023",33920,2364703235
"ta024",31661,378211208
"ta025",34557,3892804190
"ta026",32564,754647485
"ta027",32922,3083415386
"ta028",32412,1085883033
"ta029",33600,1725724134
"ta030",32262,726226233
"ta031",64881,3152490395
"ta032",68109,886951050
"ta033",63292,3408306288
"ta034",68454,530646407
"ta035",69472,2766244924
"ta036",66969,3349983220
"ta037",66275,4017775641
"ta038",64374,1647889208
"ta039",63171,328558297
"ta040",69108,3390171352
"ta041",87733,2749137861
"ta042",83313,3349299654
"ta043",79982,3176048707
"ta044",86574,1991042377
"ta045",86524,49841905
"ta046",86779,3114361997
"ta047",89180,3263106081
"ta048",86861,3237406115
"ta049",85524,1899110308
"ta050",88261,2906709946
"ta051",126395,3857232637
"ta052",119270,1760903476
"ta053",116906,1693965896
"ta054",121197,3481505207
"ta055",118823,168845688
"ta056",121002,631878734
"ta057",123199,847548856
"ta058",122830,1704213631
"ta059",122018,778029783
"ta060",124443,2943547869
"ta061",254644,2459339212
"ta062",243598,1089280394
"ta063",239019,41559591
"ta064",228895,3341153175
"ta065",241549,2873863453
"ta066",233712,3761934478
"ta067",241227,753120041
"ta068",232149,1497028023
"ta069",249088,989760378
"ta070",244335,2997858736
"ta071",299856,1912477368
"ta072",275952,591141575
"ta073",289723,2143452014
"ta074",304087,829363261
"ta075",285981,1026287876
"ta076",271985,2404288224
"ta077",282038,1007746706
"ta078",292654,2142333855
"ta079",303957,2287738647
"ta080",293541,2242737041
"ta081",369704,1453600537
"ta082",375292,514678840
"ta083",373111,1570775030
"ta084",375275,1540417262
"ta085",371397,3576451552
"ta086",376460,2246808793
"ta087",379236,1212241867
"ta088",386665,3106517843
"ta089",377334,3240986887
"ta090",381858,1359451944
"ta091",1053129,3084194394
"ta092",1045317,2440480250
"ta093",1051986,1939692411
"ta094",1035077,2542260440
"ta095",1042117,1598010035
"ta096",1012290,2058473065
"ta097",1060353,93858629
"ta098",1049339,951991562
"ta099",1026349,3590287420
"ta100",1037463,2028686579
"ta101",1227735,974534025
"ta102",1253029,3069110378
"ta103",1278704,2668564642
"ta104",1247365,1646434590
"ta105",1231100,4159584353
"ta106",1229084,3015492758
"ta107",1253609,850030806
"ta108",1255120,2536363472
"ta109",1237382,2446984967
"ta110",1257191,3799954720
"ta111",6717060,2694104717
"ta112",6841913,114397557
"ta113",6747442,1228663533
"ta114",6812790,2431261251
"ta115",6756102,1260778389
"ta116",6747377,4233329088
"ta117",6700537,3396980178
"ta118",6788783,3507066585
"ta119",6710587,3145054654
"ta120",6763538,2182824180
"ta001",14033,3802657005
"ta002",15151,1588474641
"ta003",13301,1431613440
"ta004",15447,3482927061
"ta005",13529,3450187186
"ta006",13123,99741226
"ta007",13548,1768611361
"ta008",13948,346329992
"ta009",14295,3182300841
"ta010",12943,512770794
"ta011",20911,721705967
"ta012",22440,256011649
"ta013",19833,3595260777
"ta014",18710,2838998427
"ta015",18641,4229301110
"ta016",19245,832393629
"ta017",18363,2680518052
"ta018",20241,553308154
"ta019",20330,703241346
"ta020",21320,2864258826
"ta021",33623,1735880677
"ta022",31587,2315048012
"ta023",33920,76546070
"ta024",31661,3436794109
"ta025",34557,2166571521
"ta026",32564,2984990335
"ta027",32922,2473235184
"ta028",32412,429258535
"ta029",33600,3167403473
"ta030",32262,4206710880
"ta031",64819,453735275
"ta032",68074,1376950317
"ta033",63278,805596787
"ta034",68314,3374162153
"ta035",69546,1734672191
"ta036",66884,1014139525
"ta037",66321,967233831
"ta038",64419,950884147
"ta039",63071,3805983990
"ta040",68958,4019825656
"ta041",87632,2522937936
"ta042",83086,3274504511
"ta043",80021,67785452
"ta044",86611,3781805280
"ta045",86597,1520872634
"ta046",86749,2808985966
"ta047",88933,2329109097
"ta048",87093,977120789
"ta049",85596,1797592683
"ta050",88243,246000820
"ta051",126546,814181265
"ta052",119371,4034546827
"ta053",117098,3954877145
"ta054",120955,3419889047
"ta055",118779,2983649229
"ta056",120998,2984814296
"ta057",123485,1521311941
"ta058",122674,2033077667
"ta059",122253,3795866475
"ta060",124395,65493129
"ta061",254689,2040786089
"ta062",244163,1937052857
"ta063",239183,4121810940
"ta064",228662,637667765
"ta065",241726,1999318880
"ta066",233452,2476720738
"ta067",241343,2310881507
"ta068",232337,3099636466
"ta069",249174,3129995695
"ta070",244072,92299988
"ta071",299821,2827270532
"ta072",276214,26261679
"ta073",289499,4273896113
"ta074",302687,3406609738
"ta075",285989,320476171
"ta076",272281,2644962185
"ta077",282013,2704803730
"ta078",292973,3937499201
"ta079",304837,2532709354
"ta080",293592,27568715
"ta081",368482,3750926392
"ta082",375939,1962670579
"ta083",373591,3857866130
"ta084",375952,2250637771
"ta085",371425,385220366
"ta086",374572,4262565397
"ta087",376826,2833610043
"ta088",386195,2476799218
"ta089",377958,654426432
"ta090",382017,1919709866
"ta091",1051196,1885419845
"ta092",1044351,2437220196
"ta093",1054013,3675223420
"ta094",1036863,1815046784
"ta095",1040732,807633564
"ta096",1013294,1815250662
"ta097",1062827,2880968342
"ta098",1047585,1106501877
"ta099",1028498,3080161109
"ta100",1039534,3146090468
"ta101",1229228,1625060157
"ta102",1250325,1256308852
"ta103",1273096,2896353222
"ta104",1244374,3153421289
"ta105",1229939,3351057702
"ta106",1236677,2219400945
"ta107",1248368,3277798228
"ta108",1253176,4002814884
"ta109",1239263,1672557375
"ta110",1257497,3659993653
"ta111",6718960,1767259768
"ta112",6848386,3990957377
"ta113",6753762,3981700035
"ta114",6804321,3692400904
"ta115",6753287,3129927510
"ta116",6753343,4136809011
"ta117",6698610,3780816777
"ta118",6791060,1812506458
"ta119",6723531,2387282759
"ta120",6772664,3534292931
"ta001",14033,3711751423
"ta002",15151,47217838
"ta003",13301,689651288
"ta004",15447,1629107493
"ta005",13529,4200673496
"ta006",13123,3798450641
"ta007",13548,71267718
"ta008",13948,4183954335
"ta009",14295,398866169
"ta010",12943,2727885750
"ta011",20911,111579211
"ta012",22440,510927178
"ta013",19833,979999018
"ta014",18710,1397117199
"ta015",18641,2064127739
"ta016",19245,4165573786
"ta017",18363,1694119519
"ta018",20241,1636136599
"ta019",20330,266298164
"ta020",21320,1913413584
"ta021",33623,498735889
"ta022",31587,2860767951
"ta023",33920,2263602395
"ta024",31661,2980888055
"ta025",34557,3614412989
"ta026",32564,926900575
"ta027",32922,3188243608
"ta028",32412,2679044731
"ta029",33600,3063968947
"ta030",32262,2085145115
"ta031",64877,4190226297
"ta032",68074,709073304
"ta033",63366,2576320985
"ta034",68405,745514513
"ta035",69460,192428440
"ta036",66911,3759808584
"ta037",66275,1549727008
"ta038",64424,1131680446
"ta039",63016,1067122784
"ta040",69092,3647163532
"ta041",87831,1599300519
"ta042",82988,4016137358
"ta043",80094,3582691149
"ta044",86594,2521250056
"ta045",86472,746776898
"ta046",86747,255328990
"ta047",89004,1709429043
"ta048",87071,1013605072
"ta049",85575,812579012
"ta050",88285,778665187
"ta051",125831,956232927
"ta052",119247,2923760438
"ta053",116711,147339723
"ta054",121054,1950489293
"ta055",118835,3061190315
"ta056",120881,262518717
"ta057",123075,1149871143
"ta058",122657,2187422574
"ta059",122104,1986442293
"ta060",124477,2269921621
"ta061",254654,3259510063
"ta062",243815,1090725463
"ta063",238897,227920906
"ta064",228907,3508975437
"ta065",241478,4083073523
"ta066",233308,1842596496
"ta067",241493,2228568042
"ta068",232103,3645538486
"ta069",249104,3812759500
"ta070",244086,2681349221
"ta071",301073,2812267455
"ta072",275701,3722814167
"ta073",289146,864573832
"ta074",304249,17660742
"ta075",285583,834072970
"ta076",272166,4208073914
"ta077",281518,3716656191
"ta078",292728,2933607552
"ta079",303516,533147572
"ta080",294098,4118917263
"ta081",369303,1779373836
"ta082",374619,1502080941
"ta083",373120,484892765
"ta084",376423,2960642362
"ta085",370289,1131041922
"ta086",375194,2191577211
"ta087",378425,3129459551
"ta088",386375,1226960103
"ta089",377998,1298350290
"ta090",381588,1504494805
"ta091",1050956,2615853227
"ta092",1045746,3941331229
"ta093",1053013,3609740676
"ta094",1037263,3750602710
"ta095",1041772,2291881395
"ta096",1012596,1252413144
"ta097",1059312,1895424374
"ta098",1048507,2987429180
"ta099",1026725,4155432132
"ta100",1035243,1225404508
"ta101",1232991,3112324019
"ta102",1251633,827237557
"ta103",1274575,736912425
"ta104",1243323,932024436
"ta105",1231787,2599605828
"ta106",1232842,1293321429
"ta107",1246989,688545440
"ta108",1251512,2742810649
"ta109",1242161,1704923987
"ta110",1254688,506188342
"ta111",6723669,1991067522
"ta112",6844722,1940224851
"ta113",6756630,2482200820
"ta114",6797037,1192412012
"ta115",6755393,187336069
"ta116",6752143,3079422424
"ta117",6707762,2397637308
"ta118",6796154,842512256
"ta119",6715384,908362602
"ta120",6767467,754938119
"ta001",14033,2807727123
"ta002",15151,1290029184
"ta003",13301,3142867101
"ta004",15447,860195301
"ta005",13529,3552853408
"ta006",13123,2382619414
"ta007",13548,1728927321
"ta008",13948,3012477857
"ta009",14295,3180793026
"ta010",12943,2419130696
"ta011",20911,2927416681
"ta012",22440,1003832491
"ta013",19833,3483074762
"ta014",18710,2656463128
"ta015",18641,1403755687
"ta016",19245,1846388283
"ta017",18363,2386538901
"ta018",20241,4223738021
"ta019",20330,1703509075
"ta020",21320,2876686425
"ta021",33623,925649503
"ta022",31587,1319536069
"ta023",33920,3976671667
"ta024",31661,2664588064
"ta025",34557,4112310134
"ta026",32564,834589421
"ta027",32922,1875007341
"ta028",32412,2683980931
"ta029",33600,2254146751
"ta030",32262,1204632487
"ta031",64856,4084393909
"ta032",68091,629314374
"ta033",63282,1750520839
"ta034",68301,145734804
"ta035",69597,516780585
"ta036",66916,3926591485
"ta037",66286,2550114273
"ta038",64462,312856398
"ta039",63043,2564485708
"ta040",69036,1314143282
"ta041",87263,1423188541
"ta042",82954,3943187200
"ta043",80287,1403925262
"ta044",86721,3369579276
"ta045",86599,687011824
"ta046",86799,3946088912
"ta047",88969,3266318163
"ta048",86955,2938016075
"ta049",85782,2911730500
"ta050",88406,2355445122
"ta051",126457,3426615355
"ta052",119259,2877586291
"ta053",116536,2008577988
"ta054",121032,617471694
"ta055",118901,3738406895
"ta056",121057,1858412622
"ta057",123242,3200278811
"ta058",122893,1633693895
"ta059",122281,2448799558
"ta060",124342,1980474458
"ta061",254608,1946866885
"ta062",243612,710395678
"ta063",239038,1764017586
"ta064",228508,1865034160
"ta065",241543,2505019301
"ta066",233625,1797727157
"ta067",241768,1068516027
"ta068",232196,1760837025
"ta069",249272,113657343
"ta070",244002,2182282536
"ta071",300534,724862164
"ta072",275896,3835422386
"ta073",289549,1989244006
"ta074",301791,3738966367
"ta075",285593,588501112
"ta076",271514,2413655095
"ta077",281012,484251119
"ta078",293200,1848997188
"ta079",303833,3765689893
"ta080",293796,196801778
"ta081",368118,3336569295
"ta082",374884,3078929643
"ta083",373340,4017817036
"ta084",375638,2538076414
"ta085",371094,783783708
"ta086",375512,273835970
"ta087",378682,461892722
"ta088",386878,3042197859
"ta089",376842,858088450
"ta090",382612,1371271973
"ta091",1050481,2021327930
"ta092",1040728,1506162124
"ta093",1050865,1987515732
"ta094",1036249,229783501
"ta095",1040635,4168633774
"ta096",1013873,836621085
"ta097",1059620,2092514794
"ta098",1048160,2031322945
"ta099",1025946,3680838734
"ta100",1037473,613452597
"ta101",1232510,2562329225
"ta102",1249249,2145487981
"ta103",1271965,2017163279
"ta104",1244704,3090093800
"ta105",1232393,499963081
"ta106",1231149,2467818491
"ta107",1247978,463667015
"ta108",1252717,3674385452
"ta109",1234115,366117971
"ta110",1254551,1957971884
"ta111",6719205,3947921378
"ta112",6856330,969948627
"ta113",6757882,752203538
"ta114",6805725,1572392421
"ta115",6744571,701954950
"ta116",6750910,317751880
"ta117",6699207,3195917537
"ta118",6790730,2373333135
"ta119",6710941,3468086500
"ta120",6762150,226004570
"ta001",14033,3983361696
"ta002",15151,3811407702
"ta003",13301,10484153
"ta004",15447,2504143857
"ta005",13529,2231942232
"ta006",13123,3087085330
"ta007",13548,1277438764
"ta008",13948,3832455224
"ta009",14295,2192430552
"ta010",12943,850884443
"ta011",20911,475006619
"ta012",22440,3342649647
"ta013",19833,296583541
"ta014",18710,2664449596
"ta015",18641,1018477910
"ta016",19245,7726372
"ta017",18363,1943454255
"ta018",20241,2143448512
"ta019",20330,207698242
"ta020",21320,1907111761
"ta021",33623,1838855217
"ta022",31587,3199883761
"ta023",33920,172349989
"ta024",31661,2677398434
"ta025",34557,2566132687
"ta026",32564,3739667913
"ta027",32922,2189240579
"ta028",32412,3291339626
"ta029",33600,3786012481
"ta030",32262,546665932
"ta031",64853,1748698880
"ta032",68143,1503063453
"ta033",63231,4064537497
"ta034",68272,1030937001
"ta035",69446,2934873781
"ta036",66858,4109514346
"ta037",66369,3904553631
"ta038",64461,3784788704
"ta039",63139,1934981753
"ta040",68941,1814398516
"ta041",87717,2869972390
"ta042",82954,2036753844
"ta043",80201,3851559737
"ta044",86765,3826674848
"ta045",86656,2093980808
"ta046",86802,1320067045
"ta047",88867,20220882
"ta048",86900,997382693
"ta049",85689,1414352316
"ta050",88328,2811491343
"ta051",126577,3623695660
"ta052",119301,902775891
"ta053",116905,2627218541
"ta054",121027,1836319909
"ta055",119019,634858342
"ta056",121089,4073038009
"ta057",123593,3247270025
"ta058",122571,867766919
"ta059",122106,1865421295
"ta060",124387,1986258771
"ta061",254404,3884713020
"ta062",243693,329014380
"ta063",239226,1643732227
"ta064",228783,858871954
"ta065",241364,242369646
"ta066",233694,3177637734
"ta067",241354,2186904442
"ta068",232342,1693951973
"ta069",249285,2727392410
"ta070",245051,2900565939
"ta071",300735,696927350
"ta072",276342,422949299
"ta073",290215,3599925880
"ta074",303334,3076345795
"ta075",286082,919668486
"ta076",271949,2031139575
"ta077",281587,523260872
"ta078",292779,911151834
"ta079",304866,2480521631
"ta080",293141,3736562030
"ta081",368796,1062560030
"ta082",375566,178164937
"ta083",372870,3848303029
"ta084",376956,765321616
"ta085",370528,76031392
"ta086",376154,4283077498
"ta087",377244,270700256
"ta088",386963,2665257080
"ta089",378025,3268411327
"ta090",383470,3728878095
"ta091",1050089,1588802872
"ta092",1044663,467823683
"ta093",1050749,2286441136
"ta094",1035304,414362970
"ta095",1040076,4291467181
"ta096",1012633,1116345615
"ta097",1061282,879835074
"ta098",1048403,3187079957
"ta099",1027866,1643154886
"ta100",1039476,914727567
"ta101",1235109,2488269057
"ta102",1251914,336958756
"ta103",1274653,2395311541
"ta104",1246971,1478899048
"ta105",1235297,3532785953
"ta106",1235282,519914488
"ta107",1247265,3371908800
"ta108",1253008,3310964074
"ta109",1238420,4247070279
"ta110",1255828,3597699088
"ta111",6722775,248104350
"ta112",6850000,590224902
"ta113",6761143,236637430
"ta114",6789693,758630090
"ta115",6728404,4054545468
"ta116",6741014,356623835
"ta117",6692977,1115730461
"ta118",6780409,1918614571
"ta119",6713530,249198873
"ta120",6762333,656508710
"ta001",14033,1120274757
"ta002",15151,732811794
"ta003",13301,3888549450
"ta004",15447,2800994759
"ta005",13529,3504784882
"ta006",13123,3829970604
"ta007",13548,1120382140
"ta008",13948,1787974539
"ta009",14295,3258085321
"ta010",12943,472296118
"ta011",20911,1302615083
"ta012",22440,3148385419
"ta013",19833,1430839510
"ta014",18710,3161756024
"ta015",18641,351330785
"ta016",19245,3175652426
"ta017",18363,515559851
"ta018",20241,777100415
"ta019",20330,3337210953
"ta020",21320,1742507905
"ta021",33623,2172421666
"ta022",31587,3078807986
"ta023",33920,58072913
"ta024",31661,1912358019
"ta025",34557,3966608726
"ta026",32564,1724600180
"ta027",32922,3535674306
"ta028",32412,574562957
"ta029",33600,1658219643
"ta030",32262,2610662403
"ta031",64891,3214260230
"ta032",68122,806333117
"ta033",63438,832897799
"ta034",68259,1409757401
"ta035",69529,901878044
"ta036",66850,3712215168
"ta037",66331,2391557055
"ta038",64424,4183399896
"ta039",63114,3051659407
"ta040",69152,2165608626
"ta041",87408,2212225828
"ta042",82880,63930430
"ta043",79953,1849879757
"ta044",86670,1930299481
"ta045",86720,2494492601
"ta046",86955,3555390696
"ta047",88750,3263821975
"ta048",87153,3391983385
"ta049",85820,2265885811
"ta050",88108,1894382773
"ta051",126403,1877517709
"ta052",119299,103397313
"ta053",117022,1498706255
"ta054",121105,2261897556
"ta055",118938,2643720387
"ta056",120975,2662495332
"ta057",123427,829468724
"ta058",122823,336135143
"ta059",122138,3666308553
"ta060",124780,3359351999
"ta061",254562,3258084832
"ta062",243742,896313042
"ta063",239245,1528450055
"ta064",228683,2218955145
"ta065",241333,1752984934
"ta066",233634,2481660987
"ta067",241496,2567486558
"ta068",232527,3664758626
"ta069",249343,2511995940
"ta070",243919,4114800852
"ta071",300504,2689892071
"ta072",275825,2974086556
"ta073",290414,711388160
"ta074",303537,1005858320
"ta075",285783,3121843526
"ta076",272263,2192191080
"ta077",282048,2025285778
"ta078",292825,3182638398
"ta079",304233,3882250112
"ta080",292757,544986462
"ta081",369685,335526353
