"name","best","seed"
"ta100",1034935,129294903
"ta101",1226227,2533894474
"ta102",1245225,2773784542
"ta103",1272637,1120673509
"ta104",1238237,3218443370
"ta105",1230599,3945492668
"ta106",1229619,2044713120
"ta107",1246459,3560817270
"ta108",1250531,139054614
"ta109",1236746,4259314974
"ta110",1254166,2649478495
"ta111",6709505,3402682389
"ta112",6835388,855431839
"ta113",6741324,3821491553
"ta114",6801425,3979138125
"ta115",6753932,2921533505
"ta116",6734244,1954271467
"ta117",6696425,1172920374
"ta118",6780649,1324557595
"ta119",6705333,2160465505
"ta120",6762109,1588951521
"ta001",14002,2105499047
"ta002",15151,3276371500
"ta003",13014,3193063648
"ta004",15412,1497574084
"ta005",13472,252494771
"ta006",13072,2755264595
"ta007",13479,1117684207
"ta008",13882,374678793
"ta009",14123,3498573408
"ta010",12907,128107406
"ta011",20683,2257129126
"ta012",22374,2305256921
"ta013",19548,1503247019
"ta014",18483,779155595
"ta015",18343,848003952
"ta016",18928,3799310862
"ta017",18073,607013208
"ta018",20091,1680636660
"ta019",20106,977637645
"ta020",21066,1452490413
"ta021",33540,3494413720
"ta022",31137,3463251622
"ta023",33293,3721230234
"ta024",31316,720455819
"ta025",34199,498183307
"ta026",31985,3557745337
"ta027",32858,1418628503
"ta028",32333,281597745
"ta029",33351,3501537126
"ta030",31776,927054641
"ta031",64832,1226817577
"ta032",68010,2370343134
"ta033",63393,2505183113
"ta034",68342,847669764
"ta035",69443,583892384
"ta036",66863,4228728021
"ta037",66254,285022479
"ta038",64473,2011988308
"ta039",63062,1995087209
"ta040",69018,991698402
"ta041",87384,3342869188
"ta042",82848,2494325604
"ta043",79956,125971367
"ta044",86728,820793476
"ta045",86040,1531344764
"ta046",86232,1235776616
"ta047",88414,3957542241
"ta048",86886,1636413726
"ta049",85710,4030238430
"ta050",87770,327225075
"ta051",126288,1951086197
"ta052",118061,295801266
"ta053",115568,8317850
"ta054",119963,248070105
"ta055",118343,3265175124
"ta056",120249,706183246
"ta057",122789,2436841053
"ta058",121564,2244884390
"ta059",121666,3564418872
"ta060",123920,2224955150
"ta061",254773,3454938715
"ta062",243632,16011430
"ta063",238982,902642765
"ta064",228783,2148364193
"ta065",241573,3569139219
"ta066",233924,2122365409
"ta067",241389,2426416303
"ta068",231930,2217376359
"ta069",249555,2326301737
"ta070",244111,3632120895
"ta071",299874,3921364553
"ta072",275679,3959614894
"ta073",289538,1487973944
"ta074",303735,3122805134
"ta075",285358,1735986875
"ta076",271410,2180342548
"ta077",281319,3998901573
"ta078",292700,2716873474
"ta079",303511,1000447340
"ta080",292825,1212821935
"ta081",367266,2527134050
"ta082",373891,4146308180
"ta083",372476,150019025
"ta084",372494,2576383299
"ta085",370369,2700425633
"ta086",372734,1439056601
"ta087",374698,2159852971
"ta088",385101,1378648207
"ta089",376094,1508898983
"ta090",379928,1295972543
"ta091",1048593,4013955129
"ta092",1044565,3987197961
"ta093",1051004,2632059127
"ta094",1036758,3579656477
"ta095",1040338,128505172
"ta096",1009855,1001670846
"ta097",1058412,1969988496
"ta098",1046860,941581081
"ta099",1024848,2920208989
"ta100",1035134,3509586739
"ta101",1224008,2321465820
"ta102",1251237,3733519009
"ta103",1270746,4102122483
"ta104",1244027,1233130872
"ta105",1227771,1753432717
"ta106",1229731,1843020523
"ta107",1245356,4273875665
"ta108",1249833,3857886544
"ta109",1232781,1031518479
"ta110",1250012,2902515295
"ta111",6715035,3392043579
"ta112",6841884,1998219912
"ta113",6740477,3242932596
"ta114",6788572,3559663906
"ta115",6754712,1410895803
"ta116",6738906,778082545
"ta117",6692519,679265973
"ta118",6782291,460241558
"ta119",6728759,1288477022
"ta120",6757112,2073063079
"ta001",14002,3982061106
"ta002",15151,2123428701
"ta003",13056,2767441145
"ta004",15412,2993756944
"ta005",13472,119301526
"ta006",13072,1668935728
"ta007",13479,912937058
"ta008",13906,1564849029
"ta009",14047,1453953056
"ta010",12907,2587842956
"ta011",20650,1471123792
"ta012",22374,2020118014
"ta013",19548,3803722012
"ta014",18483,1511208307
"ta015",18343,3546208320
"ta016",18928,1918662369
"ta017",18073,883037372
"ta018",20111,1627718622
"ta019",20106,3620013855
"ta020",20993,987123047
"ta021",33540,2006078555
"ta022",31291,2225900226
"ta023",33482,2283207237
"ta024",31029,3159245813
"ta025",34199,1917334818
"ta026",32055,1831998139
"ta027",32858,4043202327
"ta028",32285,542347743
"ta029",33301,1929781271
"ta030",31776,1027592937
"ta031",64735,1808193782
"ta032",68096,562438321
"ta033",63286,188455270
"ta034",68373,2342854401
"ta035",69324,2825036710
"ta036",66961,2255754499
"ta037",66257,354800888
"ta038",64300,2665125749
"ta039",63026,2381325426
"ta040",68987,2747143500
"ta041",87436,277442653
"ta042",82802,2310855353
"ta043",79744,3514336428
"ta044",86591,1293313201
"ta045",86421,378604096
"ta046",86388,175919947
"ta047",88521,2145313270
"ta048",86843,81762321
"ta049",85725,1929087497
"ta050",88122,30659291
"ta051",125327,2691224372
"ta052",118379,4002585195
"ta053",115620,496187099
"ta054",119955,3876831206
"ta055",117352,1738074507
"ta056",120020,2469730131
"ta057",123202,1905201514
"ta058",121816,472570653
"ta059",121842,2654044719
"ta060",124517,1984240887
"ta061",254489,2128761931
"ta062",243774,3932886136
"ta063",238710,3420155437
"ta064",228760,156990386
"ta065",241453,451235896
"ta066",233658,3523779972
"ta067",241792,3190461981
"ta068",232510,49146577
"ta069",248859,3141882369
"ta070",243792,4026372391
"ta071",298417,165814923
"ta072",275346,2195913198
"ta073",288990,2767745010
"ta074",304046,4054172331
"ta075",285287,3578278085
"ta076",271246,2721022133
"ta077",280945,2145323946
"ta078",292655,405746041
"ta079",303410,3013901566
"ta080",292695,2129087449
"ta081",367518,4171384680
"ta082",374443,40149752
"ta083",370792,3615966944
"ta084",374245,3896051562
"ta085",370128,497066639
"ta086",375370,2566909223
"ta087",377040,1005093516
"ta088",385607,2155851805
"ta089",376672,3270296776
"ta090",380935,3297194153
"ta091",1048183,3562107223
"ta092",1044200,2959577620
"ta093",1051345,2255362246
"ta094",1035002,1063202463
"ta095",1036939,955449638
"ta096",1012763,2424798719
"ta097",1058273,3145117055
"ta098",1045379,1777056162
"ta099",1027867,2572815270
"ta100",1039084,177891204
"ta101",1229870,925185475
"ta102",1247443,2713249342
"ta103",1268748,2224489379
"ta104",1244351,3940844522
"ta105",1226617,134942250
"ta106",1225783,1089229084
"ta107",1242361,2660340691
"ta108",1247634,465605670
"ta109",1235535,1776185568
"ta110",1248498,1059538663
"ta111",6713863,1359991370
"ta112",6839638,1483204377
"ta113",6750989,149732919
"ta114",6795060,521878643
"ta115",6743444,2164020205
"ta116",6737011,329771422
"ta117",6697303,3528744248
"ta118",6784284,3558029492
"ta119",6705998,4276728397
"ta120",6757195,3782770121
"ta001",14002,2013584634
"ta002",15151,973967590
"ta003",12956,2375541718
"ta004",15412,3783472861
"ta005",13472,2510152655
"ta006",13072,304854235
"ta007",13479,84846617
"ta008",13906,1209778994
"ta009",14203,1637578196
"ta010",12907,2118573341
"ta011",20683,653147600
"ta012",22411,790787537
"ta013",19548,3038895064
"ta014",18483,1518097724
"ta015",18343,2879624257
"ta016",18928,3280131830
"ta017",18089,3565993143
"ta018",19880,599031025
"ta019",20106,2452413994
"ta020",21066,2560961326
"ta021",33540,884535706
"ta022",31137,4179160901
"ta023",33441,2297708868
"ta024",31182,4202482269
"ta025",34199,3489797294
"ta026",32208,2302553451
"ta027",32858,2360163766
"ta028",32322,3689299926
"ta029",33301,2030354882
"ta030",31653,3420284375
"ta031",64904,4102030498
"ta032",67969,3355631932
"ta033",63434,2713176756
"ta034",68392,2060438255
"ta035",69246,1172499901
"ta036",66758,2898138836
"ta037",66241,4227285836
"ta038",64352,1426315242
"ta039",62994,850673472
"ta040",68825,1621690765
"ta041",87297,1490854094
"ta042",82608,3208474957
"ta043",79832,3551749089
"ta044",86744,4056473245
"ta045",86121,2513689624
"ta046",86394,2223717732
"ta047",88536,2895857118
"ta048",86649,2836137351
"ta049",85460,1347998826
"ta050",88024,811591836
"ta051",126058,2107629470
"ta052",117645,3290577204
"ta053",116256,97561075
"ta054",119925,878514831
"ta055",118015,1582549848
"ta056",120304,3315928631
"ta057",123406,299432927
"ta058",121431,1318588740
"ta059",121419,3984285547
"ta060",123680,381528114
"ta061",253912,1552501748
"ta062",244282,653641915
"ta063",238836,2225584197
"ta064",228619,1217240206
"ta065",241109,4152054661
"ta066",233873,419754162
"ta067",241441,574670823
"ta068",231782,1746151689
"ta069",248764,2754837260
"ta070",244666,1484302874
"ta071",299265,542003933
"ta072",275278,31741224
"ta073",289830,2614766900
"ta074",302651,2094271836
"ta075",285624,1495652815
"ta076",270798,360140202
"ta077",280643,2028731967
"ta078",291768,1097089143
"ta079",303593,2870399694
"ta080",291192,306177930
"ta081",366275,1835260764
"ta082",374258,531942511
"ta083",370446,3630880091
"ta084",374194,2283861062
"ta085",369427,330028121
"ta086",371448,1374674687
"ta087",373375,3884199504
"ta088",385614,160789287
"ta089",376803,3455415426
"ta090",379721,708608438
"ta091",1049009,2570232789
"ta092",1044884,1150798011
"ta093",1049846,489884681
"ta094",1034887,3364693455
"ta095",1040558,2291357059
"ta096",1011909,3589758056
"ta097",1059856,4058783943
"ta098",1046834,3966513186
"ta099",1028270,397528106
"ta100",1034863,1323829552
"ta101",1223832,1858114617
"ta102",1248755,720877949
"ta103",1270379,981235111
"ta104",1240742,3525543283
"ta105",1229693,3567012567
"ta106",1225262,2667044899
"ta107",1244532,1885981761
"ta108",1252721,1789613573
"ta109",1237578,2145539400
"ta110",1252324,2447843346
"ta111",6712278,2752485432
"ta112",6836378,638767820
"ta113",6740230,2294721103
"ta114",6792754,3308262731
"ta115",6747355,3339925639
"ta116",6733069,671803114
"ta117",6692653,652921179
"ta118",6788164,257946329
"ta119",6721589,4221402404
"ta120",6761196,3429978860
"ta001",14005,3836812591
"ta002",15151,106788084
"ta003",13021,2360495540
"ta004",15412,1441184795
"ta005",13472,3088498055
"ta006",13072,1812533619
"ta007",13479,4158844458
"ta008",13906,143406197
"ta009",14047,3233750837
"ta010",12907,868825031
"ta011",20683,2082901038
"ta012",22374,2594906909
"ta013",19548,3108577964
"ta014",18483,3301616459
"ta015",18343,3332219998
"ta016",18998,2528706304
"ta017",18188,1659633581
"ta018",20006,2551784545
"ta019",20106,2339498496
"ta020",21076,18342999
"ta021",33540,1403522387
"ta022",31137,2010699634
"ta023",33322,4226058706
"ta024",31316,1045575607
"ta025",34291,87808330
"ta026",32122,2460220970
"ta027",32858,962094647
"ta028",32201,3969210742
"ta029",33226,1132595771
"ta030",31910,350924431
"ta031",64881,2124345613
"ta032",68026,1858959839
"ta033",63194,462677251
"ta034",68205,3382862375
"ta035",69300,4159399548
"ta036",66936,3246426534
"ta037",66344,977379210
"ta038",64300,1593228071
"ta039",62966,479032419
"ta040",68874,1190284809
"ta041",87339,4171960386
"ta042",82691,1114444177
"ta043",79928,4094368089
"ta044",86524,268473315
"ta045",86380,3165224256
"ta046",86538,595671483
"ta047",88364,1452081109
"ta048",86791,719719765
"ta049",85469,3302718844
"ta050",87912,1026108703
"ta051",124804,2999336389
"ta052",117431,2020592927
"ta053",115826,4173407765
"ta054",120159,1524678290
"ta055",118236,3152843304
"ta056",120262,2562666379
"ta057",122389,579441832
"ta058",121512,2056963517
"ta059",121347,1325559062
"ta060",123855,601026000
"ta061",254557,2202939237
"ta062",243796,2689615242
"ta063",238845,2033383545
"ta064",228513,1719277888
"ta065",241771,2929332944
"ta066",233572,955930931
"ta067",241393,838917709
"ta068",232209,4133461717
"ta069",248500,472424552
"ta070",244256,1406234653
"ta071",300015,2691783806
"ta072",275175,2530866724
"ta073",289114,3441503282
"ta074",303042,2789271874
"ta075",285905,3466144328
"ta076",271036,862596323
"ta077",280781,1705301471
"ta078",291352,994889550
"ta079",302999,823877065
"ta080",292287,1756604624
"ta081",366943,946421812
"ta082",373668,1351838147
"ta083",370475,751912531
"ta084",373010,3373417569
"ta085",370147,2968284371
"ta086",371436,4018034289
"ta087",375225,1787377871
"ta088",386664,2242041343
"ta089",376225,2215305823
"ta090",379788,2739939538
"ta091",1050199,1760482953
"ta092",1044322,1998011916
"ta093",1053269,3100065109
"ta094",1033992,2459315405
"ta095",1040286,2179841819
"ta096",1011181,4120201856
"ta097",1061606,2042517354
"ta098",1046299,3105785383
"ta099",1026873,3833114886
"ta100",1035716,69804514
"ta101",1230188,1277467476
"ta102",1247306,1577538119
"ta103",1268048,2195681415
"ta104",1251647,3539158922
"ta105",1228402,1056044674
"ta106",1228791,323982879
"ta107",1241741,1833438389
"ta108",1247341,295559204
"ta109",1232702,1220147098
"ta110",1250116,859649295
"ta111",6708184,2933551152
"ta112",6829907,1924358143
"ta113",6749561,1988909585
"ta114",6797773,3575774297
"ta115",6739058,654082486
"ta116",6738112,400819973
"ta117",6695655,4122654392
"ta118",6784166,12045831
"ta119",6725661,1742855019
"ta120",6751634,2588614650
"ta001",14002,1493444603
"ta002",15151,2871195416
"ta003",13109,1939495421
"ta004",15412,245584211
"ta005",13472,1385891222
"ta006",13072,35385614
"ta007",13479,3309780919
"ta008",13882,425408562
"ta009",14047,3296242085
"ta010",12907,3623812525
"ta011",20650,4177273592
"ta012",22374,2531064771
"ta013",19548,4168948521
"ta014",18483,2401028393
"ta015",18343,2981073254
"ta016",18928,160590290
"ta017",18188,561982565
"ta018",20107,4204416334
"ta019",20106,1776687112
"ta020",20945,1072342664
"ta021",33540,2942157961
"ta022",31272,3559071968
"ta023",33085,410225152
"ta024",31316,2456259897
"ta025",34284,1396444582
"ta026",32292,1192169776
"ta027",32858,2289545817
"ta028",32251,3872540051
"ta029",33078,1615582969
"ta030",31800,1371409094
"ta031",64781,31696390
"ta032",67983,2465031075
"ta033",63304,2376351057
"ta034",68422,439331548
"ta035",69383,217730960
"ta036",66941,184687081
"ta037",66253,2115355005
"ta038",64359,2853126152
"ta039",63051,3737740543
"ta040",68935,2801576087
"ta041",87342,1227852551
"ta042",83015,4037830551
"ta043",79873,2765617716
"ta044",86352,568073375
"ta045",86260,2920838638
"ta046",86324,3059601812
"ta047",88558,3730441084
"ta048",87160,321878465
"ta049",85618,1640926007
"ta050",88337,565117244
"ta051",125763,289506090
"ta052",117378,680336974
"ta053",115868,3222851530
"ta054",119736,1124869101
"ta055",117446,124347774
"ta056",120118,3109241047
"ta057",123158,798872217
"ta058",122544,111472945
"ta059",121351,1666722446
"ta060",123850,3899262985
"ta061",255080,612885670
"ta062",244269,1525605569
"ta063",239031,3785798916
"ta064",228585,3521019178
"ta065",241090,3615445399
"ta066",233594,2234719547
"ta067",241660,2118767175
"ta068",231978,2854987648
"ta069",249382,625805792
"ta070",245138,3772097022
"ta071",299800,3963450590
"ta072",274687,4178966051
"ta073",288395,3484565220
"ta074",303030,4147416050
"ta075",284738,2844103892
"ta076",271771,234178684
"ta077",280508,3195150205
"ta078",292388,3907023790
"ta079",303707,3686561662
"ta080",292565,1474196981
"ta081",367237,2357714777
"ta082",373791,3528367221
"ta083",372403,3564852163
"ta084",373677,3450296042
"ta085",369908,3246521357
"ta086",373638,2599455628
"ta087",374600,710278026
"ta088",386685,3232161437
"ta089",376686,395961348
"ta090",379308,2766005056
"ta091",1047595,4188421363
"ta092",1043845,497678668
"ta093",1052559,4162510413
"ta094",1032769,3395283999
"ta095",1037436,2864273294
"ta096",1009697,3980866827
"ta097",1058054,2029536993
"ta098",1045485,1694097678
"ta099",1026164,2869061570
"ta100",1035943,1548722085
"ta101",1223455,2035423986
"ta102",1240201,3115856368
"ta103",1268643,2552451295
"ta104",1241960,3978722087
"ta105",1227148,3324585307
"ta106",1227539,3889364188
"ta107",1243507,513578879
"ta108",1249420,3343698259
"ta109",1234563,909096081
"ta110",1248689,2421540940
"ta111",6713137,1501252553
"ta112",6829267,2613015090
"ta113",6746787,2713711727
"ta114",6793616,1784556858
